,tr_build_number,tr_status,tr_tests_ran,tr_tests_failed,gh_project_name,gh_lang,gh_team_size,git_num_committers,gh_sloc,git_commit,gh_by_core_team_member,gh_is_pr,gh_pull_req_num,gh_description_complexity,gh_num_commit_comments,gh_num_pr_comments,gh_num_issue_comments
652253,662,failed,True,False,doorkeeper-gem/doorkeeper,ruby,10,1,2448,6b6375824c32c0b32df95f37dcf4c5730e591dba,True,False,,,1,0,0
652313,664,passed,True,False,doorkeeper-gem/doorkeeper,ruby,10,2,2454,56f8b833469f01447786f81997b909495267ede4,False,True,409.0,14.0,0,3,0
652343,665,passed,True,False,doorkeeper-gem/doorkeeper,ruby,10,1,2454,34c4dc45dc2777ce4a6b37fab8b08c3755bfeccc,False,True,409.0,14.0,0,0,1
652373,669,passed,True,False,doorkeeper-gem/doorkeeper,ruby,10,2,2457,c54e077202f8044930eca319dcbd959ca62bb082,False,True,411.0,18.0,0,17,0
652403,672,passed,True,False,doorkeeper-gem/doorkeeper,ruby,10,1,2457,e12757d68e3eb44cf61b0955e0cd1a1e40749de5,True,True,413.0,24.0,0,1,0
652707,700,errored,True,False,doorkeeper-gem/doorkeeper,ruby,11,1,2461,76a81743cf2d36cff8fd7f96c32e80c0874c7c8d,True,True,427.0,9.0,0,1,0
652933,733,failed,True,False,doorkeeper-gem/doorkeeper,ruby,12,1,2504,e947c34aa38e6a6cef3d94dd064f8d685bda0022,True,True,438.0,7.0,0,0,1
653221,760,errored,True,False,doorkeeper-gem/doorkeeper,ruby,10,1,2458,136c1bd62702a3aa735d98a065bde8c562dd20e9,True,True,446.0,2.0,0,0,1
653250,763,passed,True,False,doorkeeper-gem/doorkeeper,ruby,10,1,2458,0fc41cb3cca1902fc37f36d630dff18402e988fa,True,True,447.0,5.0,0,1,0
653414,821,passed,True,False,doorkeeper-gem/doorkeeper,ruby,10,1,2387,2c7b3d0c1b7754fc1a8d39d9907bb7320cd1a814,True,True,480.0,52.0,0,2,0
653708,850,passed,True,False,doorkeeper-gem/doorkeeper,ruby,10,2,2533,b39f25d43d064c450b1d73594358797c00ff9e1e,False,False,,,5,0,0
653738,851,passed,True,False,doorkeeper-gem/doorkeeper,ruby,10,2,2533,2734639afefac69044351494d61c1b205bca8432,False,True,491.0,11.0,4,0,1
653768,853,passed,True,False,doorkeeper-gem/doorkeeper,ruby,10,1,2540,1a4185f3fed122b03cfdb559f14aff5bf999ccb7,True,False,,,1,0,0
653798,856,passed,True,False,doorkeeper-gem/doorkeeper,ruby,10,1,2551,5c2673c3187dca58c01e5737121c8e0fe6ea6875,True,False,,,1,0,0
654665,952,passed,True,False,doorkeeper-gem/doorkeeper,ruby,9,1,2479,c6ab353808384cde7115a1743e088a390572b8dd,True,False,,,17,0,0
654773,973,passed,True,False,doorkeeper-gem/doorkeeper,ruby,9,1,2479,04dc4922778abf19c437fe0539851790ed48e651,True,False,,,6,0,0
655223,1022,passed,False,False,doorkeeper-gem/doorkeeper,ruby,10,1,2685,55962279659797b2debc33f4978a35e3e8be7673,True,False,,,1,0,0
655457,1046,failed,False,False,doorkeeper-gem/doorkeeper,ruby,11,1,2690,77c1f2adfa63188bd4c74b7a807fa32bd2cdf875,True,True,571.0,56.0,0,1,0
655615,1070,passed,False,False,doorkeeper-gem/doorkeeper,ruby,11,1,2718,db9c00f68c8d921b2f0c9997be0ab2c05d830ef0,True,False,,,2,0,0
655759,1086,passed,False,False,doorkeeper-gem/doorkeeper,ruby,10,1,2724,530c6ac3d612af1038eb3a8ff8c3fbbc2cd47d8f,True,True,583.0,5.0,0,1,0
655837,1094,passed,False,False,doorkeeper-gem/doorkeeper,ruby,10,1,2724,778c48edb24888c463bc36300dde312716359950,True,False,,,1,0,0
655987,1118,passed,False,False,doorkeeper-gem/doorkeeper,ruby,12,1,2744,09cb679186a3197fcc29c7e315e3bcd13ae02de1,True,False,,,1,0,0
656167,1130,passed,False,False,doorkeeper-gem/doorkeeper,ruby,8,2,2798,57e9d89fd90e9946953983c9335d4aaac8b3e3f6,False,True,606.0,45.0,0,3,0
656249,1169,passed,False,False,doorkeeper-gem/doorkeeper,ruby,9,1,2806,921f943fbeb7de0f2c95d44b7cf4833f0b652cfd,True,True,629.0,29.0,0,9,0
656275,1170,failed,False,False,doorkeeper-gem/doorkeeper,ruby,9,1,2816,f0161e01c570abac466ce3068005e6a365cd694b,True,True,627.0,10.0,0,1,0
656301,1172,failed,False,False,doorkeeper-gem/doorkeeper,ruby,8,1,2813,eea9ad1166f15f6b58cf770b503408655b2b2a5f,True,True,632.0,51.0,0,2,0
656379,1179,errored,False,False,doorkeeper-gem/doorkeeper,ruby,8,1,2806,43f242dbb20f7ac11bd831c731266469cb079182,False,True,635.0,11.0,0,1,0
656522,1253,errored,False,False,doorkeeper-gem/doorkeeper,ruby,9,1,2419,41ab853f12eeb02e52f427661c56574d1c94ce21,True,True,648.0,40.0,0,0,2
656699,1291,passed,False,False,doorkeeper-gem/doorkeeper,ruby,5,1,2391,05496c7ecdb640fda9870afa424fc93a5d554378,False,True,678.0,43.0,0,2,0
656838,118,errored,False,False,dradis/dradisframework,ruby,2,1,11256,bc443969942fcea47fcef340cc2f4906223d44bf,True,True,103.0,35.0,0,1,0
656841,120,errored,False,False,dradis/dradisframework,ruby,2,1,11256,96ad048c0bb4b46546cadfab5897c49e8301a3af,False,True,103.0,35.0,4,0,0
656844,122,errored,True,False,dradis/dradisframework,ruby,2,1,11257,540365ba49892fdcf010df163b8748fd9b16acb2,True,True,104.0,16.0,0,1,0
656858,129,errored,False,False,dradis/dradisframework,ruby,2,1,5899,1dfccd981c7c0f781498d762c16a486076a9d8c2,True,False,,,4,0,0
656860,131,errored,False,False,dradis/dradisframework,ruby,2,1,11332,3324a2d9bd2ce0e768f2eaefd01b5e23d7368991,False,True,105.0,51.0,0,10,0
656878,134,failed,True,True,dradis/dradisframework,ruby,2,1,12683,a4d7b16b59812a193a6886654ac8af284417b9ae,True,False,,,4,0,0
657190,705,failed,False,False,drapergem/draper,ruby,3,1,800,ac9dcd8f221f491a339af8d064f0ca4d2a24d0a2,True,False,,,3,0,0
657276,706,errored,True,False,drapergem/draper,ruby,3,1,804,148607977f9163db985ae7f6f302824f77b42ea4,False,True,584.0,16.0,2,0,0
657409,264,passed,True,False,drapergem/draper,ruby,9,2,481,21968373f555bcbdacb9c2531d10f3a50df1d191,False,True,239.0,79.0,0,4,9
657449,282,passed,True,False,drapergem/draper,ruby,6,2,536,78e18ac3bcd47e1b5ff69aa73665a308d32e10cb,True,True,257.0,56.0,0,0,18
657490,726,errored,True,False,drapergem/draper,ruby,2,1,800,c60410b198502a9c12ab64f9a321ed9c9ac7f527,True,True,617.0,36.0,1,0,0
657564,728,errored,False,False,drapergem/draper,ruby,2,2,794,df4a3dee6346f834e9943f52e0e1dd6de667fe9e,True,True,622.0,52.0,1,0,0
657627,729,failed,True,False,drapergem/draper,ruby,3,1,800,38a214c48d4b47f74c3bdf2e9979b08e84515d31,True,False,,,1,0,0
658017,739,passed,False,False,drapergem/draper,ruby,3,1,808,80d2ee2ff8885907bef41c57212337b63633c07f,True,True,616.0,35.0,0,0,1
658047,744,failed,True,False,drapergem/draper,ruby,3,1,798,3d996f6860a3577b74a2dc48561d924428828ef0,True,True,623.0,10.0,1,0,0
658227,751,failed,False,False,drapergem/draper,ruby,3,1,810,e94e5eddd078bcd1c2913e3dde117037bd2a5617,True,True,611.0,39.0,0,0,2
659231,339,passed,False,False,drapergem/draper,ruby,7,2,527,085e4922472cc34ff9c1ed67f381131701262a2b,True,True,335.0,124.0,0,2,3
659291,355,passed,True,False,drapergem/draper,ruby,7,2,533,a6d5b34629f9e1ea182213e3920371b19793aa51,True,True,344.0,62.0,1,0,0
659307,361,passed,True,False,drapergem/draper,ruby,7,1,533,5f9ba986d921e21d3d4dcdc29bdcef0adf89792a,True,True,351.0,5.0,2,0,0
660155,400,passed,True,False,drapergem/draper,ruby,7,1,582,b6df35ca02c89b360ef109da2c15279927eee6fe,True,True,374.0,7.0,0,0,1
660471,471,passed,True,False,drapergem/draper,ruby,7,2,662,5cc3ec9ec20cc4d8168a29e3b74d5e6e5493097e,True,True,417.0,123.0,0,0,2
660555,476,passed,True,False,drapergem/draper,ruby,7,1,599,ef37b8d74a07d018127c258f78a59b23f12e4e65,True,True,420.0,12.0,0,0,3
660977,498,passed,True,False,drapergem/draper,ruby,7,1,600,a0d692aeb16c44510afe9fb51c0dfa34649044ea,True,True,427.0,122.0,0,0,1
661121,508,passed,True,False,drapergem/draper,ruby,7,1,680,571674a1e6acf724d3b3524d5ba71deb317600da,True,True,433.0,6.0,0,0,1
661217,510,passed,True,False,drapergem/draper,ruby,7,1,680,fae7c290b1ff677088227c13e5ac782728fcc32c,True,True,434.0,26.0,0,0,1
661249,515,passed,True,False,drapergem/draper,ruby,7,2,696,1002d3d8d36a9b50d042abe7c06b5fa0517d03cc,True,True,438.0,140.0,0,0,2
661345,775,errored,True,True,drapergem/draper,ruby,3,1,813,a554cca8e4a02e692484dc3a280e3c42e937e879,True,True,645.0,9.0,0,0,1
661905,539,passed,True,False,drapergem/draper,ruby,7,2,705,e6956600595d93233f172b8c928f9eb2e9b7b2a4,True,True,455.0,24.0,0,0,6
662289,554,passed,False,False,drapergem/draper,ruby,7,2,746,ec40912ebc537a52063e985d59a8d2d2be8e20ae,False,True,466.0,76.0,0,0,8
662503,779,errored,True,False,drapergem/draper,ruby,3,1,813,e7624fe199b5368d90e84704c52b9b48ba7047f5,True,True,652.0,124.0,1,0,0
662687,781,errored,True,False,drapergem/draper,ruby,3,2,815,726250169383bcaff9c01e84ad0c45a55d52c483,True,True,596.0,74.0,1,0,0
662813,579,passed,True,False,drapergem/draper,ruby,7,1,743,e63d0e05727a3510d03b634f39a6b07aac582afc,True,True,480.0,170.0,0,0,2
663285,591,passed,False,False,drapergem/draper,ruby,7,1,749,994ddd154bd312d3b1605378b9e7e9e752e513d6,True,True,492.0,6.0,0,0,1
663601,604,passed,True,False,drapergem/draper,ruby,7,1,753,2988915fb14ca96c8efa009b06997dc3b1a43dc1,True,True,500.0,139.0,0,1,1
663641,606,passed,False,False,drapergem/draper,ruby,7,1,751,5db5061f3ff51ac31cbaf2af1fe727500d10cac1,False,True,500.0,139.0,0,0,3
663961,805,passed,True,False,drapergem/draper,ruby,2,1,815,fb51c9db7fb9a4fe347c8cb83bb409f9139b48b8,True,False,,,1,0,0
664153,830,passed,True,False,drapergem/draper,ruby,2,1,821,57a514133bc241e74cc4e8877d014cad4e1f12c6,True,False,,,2,0,0
664249,609,errored,True,False,drapergem/draper,ruby,7,1,754,81e800961a7fb46e4e673c66f188273ac83f6fb8,True,False,,,2,0,0
664329,610,passed,True,False,drapergem/draper,ruby,7,1,754,10be91058fb97b2aa535bec79781bf8a0dcabba4,True,True,503.0,42.0,2,0,0
664409,611,passed,True,False,drapergem/draper,ruby,7,2,757,b7fc456777908331877a920e1bcc8cc2a93cb7df,True,True,505.0,13.0,2,0,0
664734,619,failed,True,False,drapergem/draper,ruby,7,1,757,9450837855d126dd979320e85ce0c5af310b7f7f,True,True,513.0,118.0,0,2,1
664854,622,passed,True,False,drapergem/draper,ruby,7,1,757,1c60e6fad664a11ad26a7dd0767c160b4115b448,True,True,513.0,118.0,0,1,3
665559,647,failed,True,False,drapergem/draper,ruby,7,1,779,6e58aa05bb654463fd44afadc31a7acad19ca28e,True,True,539.0,73.0,0,2,4
665797,658,failed,True,False,drapergem/draper,ruby,7,1,779,ed99653e3143c1822b97295d4a7022cf2307ed72,True,True,547.0,30.0,0,0,3
665914,670,passed,True,False,drapergem/draper,ruby,6,2,790,78b3d7da82ecedc3184113432cc2cee93c788cd7,True,True,553.0,65.0,0,2,4
666441,690,passed,True,False,drapergem/draper,ruby,7,2,800,34ed984ac908cad3a699a7db094d09c1d1380d4b,True,True,566.0,56.0,0,0,2
666605,108,passed,True,False,drbrain/net-http-persistent,ruby,0,1,608,580b0ca5bfb9a5da6774f29c51097ed7fcdde24a,False,False,,,1,0,0
667263,503,failed,False,False,dreamhead/moco,java,5,1,5086,b6f114ffc9404f69484864f7fa599ce15cc07c1d,True,False,,,1,0,0
667438,562,passed,False,False,dreamhead/moco,java,3,1,5650,bc3b8c602425720a8c9cb18d4094ea1002eb5c28,True,False,,,2,0,0
667783,684,failed,False,False,dreamhead/moco,java,2,1,6050,7ffab33d920c9a1da094bf93b206e15dc02f4b77,True,False,,,1,0,0
671918,16,passed,True,False,drewnoakes/metadata-extractor,java,4,1,17128,bcfc936844247fc1fa38a384b0b91f5c9548f899,True,False,,,1,0,0
671921,23,passed,True,False,drewnoakes/metadata-extractor,java,4,2,17191,c2fbc64d2f83506ca30e81ba5cba14b9bf846bd1,True,False,,,2,0,0
671977,94,passed,True,False,drewnoakes/metadata-extractor,java,5,1,18368,158716d9067eccf5cc77ba573dc1796728c1f68a,True,True,92.0,13.0,0,0,1
672029,237,passed,False,False,dropwizard/dropwizard,java,25,1,9744,b10defd4f587a4cc5ca3b18d292abb90a6f88040,False,True,350.0,33.0,0,1,0
672038,260,passed,False,False,dropwizard/dropwizard,java,26,1,10254,7e89b042aa93ba72d02392d3f226e75e77d4c041,True,True,396.0,253.0,0,0,1
672043,271,passed,False,False,dropwizard/dropwizard,java,26,1,10170,b5ef67a3ca0ca163e131d65e47b476e46bc7dc9d,True,True,400.0,14.0,1,0,0
672046,278,passed,False,False,dropwizard/dropwizard,java,26,1,10212,c9aae32090e09a568d6a3e0b3f9a5a72bc50f6e5,True,True,404.0,3.0,3,0,1
672047,279,passed,False,False,dropwizard/dropwizard,java,26,1,10170,3bb999806c0a2694a4532a5c0af4ce7c54faa9fd,True,True,406.0,4.0,3,0,0
672048,280,passed,False,False,dropwizard/dropwizard,java,26,1,10170,0c06a80739089287522e1aaa6b07b5ff3d745b57,True,True,407.0,22.0,3,0,0
672074,350,passed,True,False,dropwizard/dropwizard,java,25,1,10330,84a216dc0377ffeadfaf64e8cbf752a854b759ff,True,True,414.0,67.0,0,0,1
672091,387,passed,False,False,dropwizard/dropwizard,java,26,1,10339,8878087a56e9e0d314409553ad40708cc5ea26d9,True,True,461.0,36.0,1,0,0
672092,389,passed,False,False,dropwizard/dropwizard,java,26,2,10350,45121a8251cd8766348f12723725577c6425e3dc,False,True,421.0,46.0,1,4,3
672093,391,passed,False,False,dropwizard/dropwizard,java,26,1,10344,900e8ff7b6d82dfb8a307b13306c0e6d7e3fe2ef,True,True,433.0,60.0,1,0,0
672094,392,passed,False,False,dropwizard/dropwizard,java,26,2,10339,eb71a1ab82ab1ffa92e54b4183e3c77c0e804447,True,True,462.0,24.0,1,0,0
672100,408,passed,False,False,dropwizard/dropwizard,java,25,1,10351,ed58f53079207bf1f878551400de4ccab5481425,True,True,467.0,18.0,2,0,2
672102,412,passed,False,False,dropwizard/dropwizard,java,25,1,10375,1928d62e46b536eb87de03bf2197e141e24362e7,True,True,471.0,15.0,1,0,0
672103,413,passed,False,False,dropwizard/dropwizard,java,25,1,10375,d9434061bddd0a385bfe235d7d78450c457a1aba,True,True,471.0,15.0,0,2,0
672104,414,passed,False,False,dropwizard/dropwizard,java,25,1,10356,1d0ed6651c63fbff972688d38a852cb1e7c97eef,True,True,472.0,16.0,1,0,0
672105,415,passed,False,False,dropwizard/dropwizard,java,25,1,10367,4d04204c2dfa6792cec5274a2d4ef9844fd1b808,True,True,473.0,28.0,1,0,0
672121,448,passed,False,False,dropwizard/dropwizard,java,24,1,10339,7046b5c51f1e087ac99b96f3c5a95861675abc35,True,True,497.0,11.0,6,0,0
672129,470,passed,False,False,dropwizard/dropwizard,java,25,1,10438,2b40bdb1b46c9293a585bfde5281196ab19f5018,True,True,510.0,85.0,0,0,2
672139,488,passed,False,False,dropwizard/dropwizard,java,26,1,10457,081494b94fc905451cab7e905171a7a0239120fb,True,True,517.0,43.0,0,0,1
672146,493,passed,False,False,dropwizard/dropwizard,java,26,1,10448,0278e7fd8b2c2959c829eb969213c013b9c2aafe,True,True,518.0,60.0,0,2,0
672171,525,passed,False,False,dropwizard/dropwizard,java,27,1,10447,0dd50d42c3ed4e23e0f575ea29cbfc85b0d08b60,True,True,518.0,60.0,0,1,0
672178,548,passed,False,False,dropwizard/dropwizard,java,27,1,10526,416976cda00ac1f28b2bcdb322483706fbe6b463,True,True,542.0,26.0,1,0,0
672179,549,passed,False,False,dropwizard/dropwizard,java,27,1,10624,82779cd0ab5bd08277af667a623177ac8264516e,True,False,,,1,0,0
672181,515,errored,False,False,dropwizard/dropwizard,java,27,1,10457,511005e48c72b420244135f0f8f1fc49e441abd4,True,False,,,1,0,0
672183,544,errored,False,False,dropwizard/dropwizard,java,27,1,10624,e3af383ae0b1e258fd7714540253625b1dc26683,True,False,,,1,0,0
672186,573,errored,False,False,dropwizard/dropwizard,java,27,1,9744,23e3fc77eda7751e83e156e84e40ea44097c3738,False,True,350.0,33.0,11,0,4
672187,576,passed,False,False,dropwizard/dropwizard,java,27,1,10624,d0f783556dcb9e7b23da24ef1c8ecd4882233b0f,True,True,498.0,98.0,0,1,0
672189,577,passed,False,False,dropwizard/dropwizard,java,27,1,9744,7838ee5802fa30b401a6a4923d16750212f10107,False,True,350.0,33.0,0,0,1
672191,587,passed,False,False,dropwizard/dropwizard,java,28,1,10532,04ee2f3fcaf8be5f12b94362169c44762039eea5,False,True,544.0,82.0,0,0,1
672194,596,passed,False,False,dropwizard/dropwizard,java,27,1,10573,d8bcd896a9bee137fa30afda89c62ea5724f4ae3,False,True,553.0,75.0,0,3,6
672212,643,passed,False,False,dropwizard/dropwizard,java,30,1,10578,20649ba0b8c71b30c262ed22b707206c3c79eeaa,False,True,585.0,25.0,0,5,0
672214,645,passed,False,False,dropwizard/dropwizard,java,30,1,10587,80f4d9ce250d0059f77c0ede89d5a67d73745c7f,False,True,586.0,87.0,0,0,5
672216,647,passed,False,False,dropwizard/dropwizard,java,30,1,10597,3c8c65a7b4b6c78144861dc359700acde9b305d3,True,True,590.0,45.0,1,0,0
672222,653,passed,False,False,dropwizard/dropwizard,java,30,1,10608,d43cc5044bf1574db0ccfc2b6ae220a324008faf,True,False,,,1,0,0
672224,654,passed,False,False,dropwizard/dropwizard,java,30,1,10600,6cb01589eec38c2cf01c08bf77e1e7c7c43f37a7,True,False,,,2,0,0
672226,655,passed,False,False,dropwizard/dropwizard,java,30,1,10600,7539820d8bf547e9a71092ec78150d3f7ac355e5,True,True,594.0,142.0,2,0,0
672230,665,passed,False,False,dropwizard/dropwizard,java,30,1,10569,421396fbefab8a57ae690843eb2d24ed74e1af73,False,True,585.0,25.0,2,0,0
672310,746,passed,False,False,dropwizard/dropwizard,java,29,1,10757,d74b096f5446d39a4037af09eec5591831bdd92f,True,True,632.0,32.0,0,0,3
672326,781,passed,False,False,dropwizard/dropwizard,java,25,1,10824,b3c193b893ab0d086abacf4ae1f5e509c5df0d43,True,True,663.0,20.0,0,0,2
672344,799,passed,True,False,dropwizard/dropwizard,java,26,1,10854,73a4bfa6bb331819ddab1af589a7617dcf09cddf,False,True,674.0,135.0,0,1,0
672358,809,passed,True,False,dropwizard/dropwizard,java,26,2,10855,6bdd9fcb7c61d50e36f495c1c0c87cf505a21d40,False,True,681.0,312.0,0,2,2
672380,831,passed,True,False,dropwizard/dropwizard,java,22,1,11032,30381d39761f8a35434c05ff311b153a91026a8d,False,True,697.0,47.0,0,2,1
672392,838,passed,True,False,dropwizard/dropwizard,java,21,1,11407,7a99e97032505b4a63a905d649158714c8265a0d,True,True,706.0,12.0,0,6,1
672396,840,passed,True,False,dropwizard/dropwizard,java,21,1,11397,7a640f20d8be08e84fb1b40fa6b23ddd56b96d05,True,True,706.0,12.0,0,1,5
672410,861,passed,True,False,dropwizard/dropwizard,java,19,1,11502,104713a8c4e12d500e9d7470b78faf610dfdb1a3,True,True,717.0,29.0,0,2,2
672420,868,passed,True,False,dropwizard/dropwizard,java,19,1,11506,0ed9366b086db8de6c8515480ff082d1ad1f7274,True,True,724.0,60.0,1,0,0
672422,869,passed,True,False,dropwizard/dropwizard,java,19,1,11502,aae1fb07ee8c8a12fddb2258c7fc0c9bdd74416d,True,True,725.0,39.0,1,0,0
672424,870,passed,True,False,dropwizard/dropwizard,java,18,1,11592,a8f3057fa3bd4cb27bc42e1e1bfd33e26969fbe7,True,True,685.0,35.0,1,0,0
672450,898,passed,True,False,dropwizard/dropwizard,java,17,1,11500,e2239bad50d8f7f31cc07fea7d1444d4324dd9d0,True,True,741.0,57.0,0,0,3
672452,899,passed,True,False,dropwizard/dropwizard,java,18,1,11505,44ecd8bedb3ea22ffced2389f65a5aea006a8a1f,True,True,742.0,20.0,0,0,5
672462,920,passed,True,False,dropwizard/dropwizard,java,17,1,11529,32f7d5dfdb64de99b6bb1c40c96e34a19137f10a,True,True,757.0,5.0,0,4,4
672512,950,passed,True,False,dropwizard/dropwizard,java,16,1,11569,551333e79ba165f94e83f9cb26fe57cb3f059d18,True,True,771.0,20.0,1,0,0
672514,951,passed,True,False,dropwizard/dropwizard,java,16,1,11569,2a3ba838cdc831ce0d53d23cee733579ec7e9810,True,True,772.0,18.0,1,0,0
672538,979,passed,True,False,dropwizard/dropwizard,java,15,1,11571,c06a159111f8feacfc69e2ce7e3d2d0f198c3a17,False,True,795.0,29.0,0,0,1
672580,1026,passed,True,False,dropwizard/dropwizard,java,12,2,11705,3e2ad3a02287993974531f38640bf387a54bd14d,False,True,827.0,117.0,0,0,1
672650,1106,passed,True,False,dropwizard/dropwizard,java,9,2,11865,d87c364e074bdb1eaec94753b4c7d8b686d02752,True,True,874.0,129.0,0,6,4
672656,1110,passed,True,False,dropwizard/dropwizard,java,7,1,11888,a6510ce62757c6b199e557f06e90909a32c31437,True,False,,,1,0,0
672658,1111,passed,True,False,dropwizard/dropwizard,java,7,1,11925,355b33677ef060eb2d53ee6d9ffb2bce2b5ee3a9,True,True,884.0,103.0,2,0,0
672660,1112,passed,True,False,dropwizard/dropwizard,java,7,1,11888,294a2f11e2972039a372b65d98067d1e12ce5087,True,False,,,3,0,0
672670,1113,passed,True,False,dropwizard/dropwizard,java,6,2,11901,6f447e5bf5a2832e68ecb801c90dc9ad196d7b49,True,True,854.0,98.0,0,0,1
672676,1123,passed,True,False,dropwizard/dropwizard,java,6,1,11629,d24478112f56491984be3896529d7370afcc3a77,True,True,816.0,37.0,4,0,2
672678,1127,passed,True,False,dropwizard/dropwizard,java,6,1,11939,8c1bfcd9ba565b877f5d9c2aa8dd39ced89feda9,False,True,884.0,103.0,1,0,9
672698,1147,passed,True,False,dropwizard/dropwizard,java,6,1,12159,4e031435c81d566f66dc3cee5cc72d315ef6051d,True,True,908.0,73.0,0,1,3
672712,1156,passed,True,False,dropwizard/dropwizard,java,6,1,12168,af1c9d57b6d1838487c5d90c70019664b439d095,True,False,,,1,0,0
672722,1169,passed,True,False,dropwizard/dropwizard,java,6,1,12238,fbe6baff38c47eb55374c1a9f6ba07e51d98e1e3,True,False,,,1,0,0
672738,1185,passed,True,False,dropwizard/dropwizard,java,6,1,12332,b43370c075240cf4a8bf664aa8c574986dd83e43,True,False,,,1,0,0
672756,1221,passed,True,False,dropwizard/dropwizard,java,8,2,12408,90050009e74d6114fb56201a0aa3523411b43252,True,True,958.0,51.0,0,6,0
672794,1260,passed,True,False,dropwizard/dropwizard,java,9,1,12483,721aac0b45d6f37de58c0c8439cde2bae7f69bdf,True,True,977.0,39.0,0,2,0
672804,1276,passed,True,False,dropwizard/dropwizard,java,9,1,12494,c99e463f4d68a5e1c097fb5a407162c21a5ef4cf,True,True,981.0,60.0,0,2,1
672812,1292,passed,True,False,dropwizard/dropwizard,java,9,2,12498,912ccee5459e8477f3f1bd571848fd1922bd0731,False,True,991.0,101.0,0,0,3
672814,1293,passed,True,False,dropwizard/dropwizard,java,9,1,12688,b80bf8e763cd585b37bee4e0d4413af1be497a5f,True,True,992.0,35.0,0,1,0
672816,1295,passed,True,False,dropwizard/dropwizard,java,9,1,12688,73f43ec952b9c5803fbb26cc50aa07a03697e354,True,True,992.0,35.0,0,2,0
672822,1305,passed,True,False,dropwizard/dropwizard,java,9,1,12764,2af9643b756ae5d2bd093ae97445663a13762a7d,True,True,993.0,151.0,0,0,2
672828,1324,passed,True,False,dropwizard/dropwizard,java,9,1,12936,74788d124df5d58b0ae4796acba767866c7c4048,True,True,1000.0,22.0,0,2,2
672830,1326,passed,True,False,dropwizard/dropwizard,java,9,1,12936,ba6a074c845a18a02bff70292d7b460ba83faa42,True,True,1000.0,22.0,0,1,1
672846,1359,passed,True,False,dropwizard/dropwizard,java,9,1,12950,eb2fe8737f1f4ae7d4ef21edbdec0e2a02f407f7,True,True,1016.0,54.0,0,3,0
672856,1382,passed,True,False,dropwizard/dropwizard,java,9,1,13235,1c9c046183ffda6ba9d911824d1e38a1795f18fd,True,True,1032.0,70.0,0,0,2
672858,1384,passed,True,False,dropwizard/dropwizard,java,9,1,13169,6aa68a6615d39d0c9fe0cde51277a1d6fb843fd4,False,True,1028.0,27.0,0,6,4
672886,1486,passed,True,False,dropwizard/dropwizard,java,11,2,13514,b9c3f352a4dee02fbd0ff135c3a4266325a02f60,False,True,1039.0,179.0,0,5,6
672892,1514,passed,True,False,dropwizard/dropwizard,java,13,1,13600,938d6a1c1efbd7c0296cbd59b0e75d51099979c1,True,False,,,2,0,0
672898,1531,passed,True,False,dropwizard/dropwizard,java,13,2,13683,91d19c839187872fd3fc7237b808099902d80252,False,True,1105.0,210.0,2,1,4
672912,1539,passed,True,False,dropwizard/dropwizard,java,13,2,13725,7d0489b3b3250148b04309bf5d080033c92348ba,False,True,1091.0,112.0,0,2,3
672914,1543,passed,True,False,dropwizard/dropwizard,java,13,1,13731,567f7ba579b56f3252bac57bf44089bdc1750cc5,True,True,1107.0,127.0,0,2,1
672926,1556,passed,True,False,dropwizard/dropwizard,java,13,1,13756,50d906e17bfb29cad76c6f7a2c24da8f2fa02003,True,False,,,1,0,0
672943,1598,passed,True,False,dropwizard/dropwizard,java,13,1,13830,e1304e96c8345fab597df204da5b214a0799423e,True,False,,,1,0,0
673056,203,passed,False,False,dropwizard/metrics,java,11,1,6472,b89c4a8ef00728528428f66d04c89eac05d00ac6,False,True,477.0,74.0,0,0,3
673066,246,failed,False,False,dropwizard/metrics,java,14,1,6486,f92b8d2c0f041e5545102b87888841da675faf37,True,True,504.0,44.0,0,0,1
673098,333,passed,False,False,dropwizard/metrics,java,13,1,6876,936d2e9deb2bca14791289665d0fac6ae49d9005,False,True,536.0,15.0,0,2,0
673107,357,failed,False,False,dropwizard/metrics,java,12,1,6823,3faddc7ff08a5eb3bd1aff79f5b51a11f082ac6b,True,True,549.0,70.0,0,0,1
673112,364,passed,False,False,dropwizard/metrics,java,12,1,6876,12181c2e48e45be159f7bf55b7538d06e23983ca,False,True,536.0,15.0,0,0,2
673128,406,passed,False,False,dropwizard/metrics,java,13,2,7020,c34a0f88444a344d22098e520051427392653213,True,True,532.0,22.0,2,0,1
673130,410,passed,False,False,dropwizard/metrics,java,13,1,6473,cd9e198bf215fb6f80d50dc5e64bb7aa9128bef4,True,False,,,2,0,0
673139,423,failed,False,False,dropwizard/metrics,java,13,1,6866,7edb28f3dc0ad9af06e7fd68acdf65a61544f5dd,True,True,593.0,57.0,2,0,0
673177,493,passed,False,False,dropwizard/metrics,java,10,1,8407,abc02cd1cdb96f4426884a8e8694a21a76df908a,True,True,639.0,18.0,0,0,1
673183,496,passed,False,False,dropwizard/metrics,java,10,1,8456,c7c78ad455c4aaebf843cbc87ecbbf4850096457,True,True,639.0,18.0,0,0,1
673195,500,passed,False,False,dropwizard/metrics,java,10,1,8456,1afec0636a7a0f1b8599a482e2314cf558f5aab1,True,False,,,1,0,0
